,label,pixel0,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9
0,1.0,-5.14047772048363,-5.22644539876199,3.8870007452816924,-0.9015121661648092,4.929110944910354,2.0354134459864466,4.706945994607887,-4.767183714898691,0.23095831251311164,-1.46096238087459
1,0.0,19.29233233508677,6.032996007703297,1.3081479748011238,-2.3832943589108537,3.0951881158748575,-1.791094644774614,-3.7727904162247885,0.15386474616716386,-4.115191692885239,-4.299356842269958
2,1.0,-7.644503405261419,-1.7058132784012552,2.2893264597169827,2.241135153971331,5.09442644090947,-4.15205836696062,-1.0120043433154964,1.7325591313136386,0.4362613600184114,-0.07368735782214998
3,4.0,-0.47420665905341747,5.836139245155523,2.008617201205173,4.271106093932477,2.377776672470199,2.1799126874245776,4.398029584489334,-0.3537124399936922,0.992308239503933,5.501253053737566
4,0.0,26.559574443149064,6.0248184385515975,0.933179491015978,-3.0126446172354386,9.489178669641744,-2.331195391535755,-6.149597356082284,-1.783637223712454,-4.123301626133501,-5.757361197371219
5,0.0,1.269197231785754,-0.7137882389095713,-1.2479435092881208,0.222379293916386,-4.047512774196263,-1.4347021240982873,-0.826496387614714,0.4853693046651765,-6.237330261304076,1.5161437572570096
6,7.0,-6.139613165196833,6.028415928484275,-3.8439396880688466,-0.3223735784839625,4.686939971622641,0.5494155968688582,-1.5774446935830215,2.2273025884657667,-3.5856398770053253,-1.5277998541550482
7,3.0,0.14779206633307734,4.238570829165078,-0.86904706703116,-6.6353431540648575,3.070284518386624,3.370034933937021,4.005183012236179,-2.1079051725308267,-0.8976826745283295,3.2429149471622574
8,5.0,-0.5981381437110889,-1.6718370358838994,-3.018387322942711,-5.9836043013054425,-6.3558066822303285,-3.377196676047431,-0.6042293075176686,-3.094951078014799,0.24023199504108167,2.9299668559014544
9,3.0,2.940683553223619,-2.1826006886970264,8.590293852939677,-3.5097197348550844,-0.03347356784631477,0.1208962275862281,-0.005911424917585294,9.645819082566897,-2.57337142443495,3.955048137202805
10,8.0,0.5309702862153146,-5.800593705234277,-9.622757359006853,-7.184756355693224,-2.163805942152938,5.928645245119123,-5.984390281234009,0.7462556555933728,5.2805260737466195,0.08251962704052196
11,9.0,-5.089862434656905,-2.8403126319720737,-5.640870544070609,-1.470599765568469,-0.22774133510043904,4.058510592646814,-5.269401052292758,-0.1310579545069339,2.5693102003990176,0.696854932485513
12,1.0,-8.135130152769932,-1.7890003567259989,2.4837541327989276,2.210539206074808,5.667896130127824,-3.0719218353549698,0.17218649584179505,-0.13270962474038342,1.6650425761101628,-0.6682148928053694
13,3.0,0.9434641839884178,14.066481434063329,8.977191824971943,-10.364439786028298,0.9339848467306634,3.988221145331777,2.15259191108886,9.35372371942895,10.397126516353486,2.362731852389096
14,3.0,6.205128873511378,0.7647634747603791,7.761368591233534,-7.102157306802313,-0.8810073657249355,2.1823407998201247,0.12035692834466462,2.612391131955421,-5.737918085249587,4.879276417792053
15,1.0,-8.023728037907654,-1.0428983902578084,1.950478162588517,1.7786538908448797,6.8198124112592575,-2.494331873758253,0.8086416905583866,-0.8142610178509111,-1.1077818478856913,0.5862598560346557
16,2.0,0.4401779858495678,6.019213300314128,9.965936996043936,-6.758758898629847,-1.0414011262027254,5.512395449641371,-5.141167110184069,-2.1185461312606666,5.662323862719639,-7.981319790844636
17,0.0,8.393429958648506,-10.119340082280662,-4.802871596950276,-2.530665219231171,-0.8773076043941387,-2.447844361161546,3.8036895019710513,5.956672861923953,1.1501126565056434,2.2300314715750926
18,7.0,-6.819947363126491,1.3719451181953204,-3.389412653235552,0.636808755606764,4.165415731133867,0.5854638707969245,-3.655910033786862,1.1481195422224373,-3.3665665020709694,-0.07921465406061728
19,5.0,11.687632383293622,5.757946224209267,9.911084039005114,0.19415466277532614,-4.828201252981319,-0.37645226428381906,-2.860054377774462,-3.743075134465464,1.6229014429637134,-0.8181934995773296
20,8.0,-3.688248215564202,-5.424840956450067,-0.7286805403685847,-3.85644710482162,-0.5921629102359502,2.474893827037795,-0.42124596044598933,-1.6945599100847646,0.04930440548899524,-1.335550044067315
21,6.0,4.675587917640722,-7.264464309588572,-1.7125903419466104,7.163754664673414,1.3906441875189703,-1.534430904449423,6.435722329606137,1.0729700411270706,3.6140018272188352,-2.9324059904716413
22,2.0,0.3003970630909976,-0.30370235566788817,12.199116760462745,-4.671618002699854,1.9295333768848666,1.7825003287788175,-1.7991294189952567,-1.4433090697213964,-1.9591162161432545,-3.7922371866577036
23,0.0,20.91380771814744,4.1897017787440936,-0.4895826735003107,-2.1338238987752733,12.18731559540429,-2.994037331805038,-8.309870487445968,-2.2492411957149776,-0.48165796314436754,-7.043654253270605
24,2.0,-1.7774424144031151,7.059801809983777,7.724533797922787,-4.618949296513455,3.450277556902078,3.697232574467624,-2.1619459420780385,0.6944433008657117,1.5010799688678222,-4.761187143441648
25,3.0,1.8552423326940202,-4.2769133400101795,5.269097723444195,-8.437392447117325,1.1747398543262908,-1.947024887574753,2.043699085357381,4.403960473904983,-3.0960978279640297,5.058066036025986
26,6.0,-0.7218529700180649,-0.95856170994775,1.218571090945486,9.463962174756471,-7.884577480612451,-2.2778127071630974,-1.939096107722771,2.887863707467856,-0.8188603963683954,2.730306087820433
27,9.0,-7.004693827000935,-2.8197281992928573,-1.748747227711504,-1.551272196562484,1.4605881781014083,3.4990436236819793,-3.7857278813625985,-0.47286893520022094,1.8074215233756552,-1.6531662332203538
28,9.0,-6.991132009823973,0.34261626310637067,-5.69099102968294,-0.22972488985741288,-4.1506216275953465,1.5992646638968129,-4.109840564255072,3.1272157149523943,2.6761298416290336,-1.1196503681859669
